loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,default
4063,10000.0,10000.0,36,10.99,327.34,B,B2,10.0,MORTGAGE,44876.0,Source Verified,2014-03-01,home_improvement,CA,27.63,660.0,664.0,23.0,1.0,7023.0,41.8,29.0,2.0,0
4064,10000.0,10000.0,36,10.99,327.34,B,B3,10.0,RENT,85000.0,Not Verified,2014-09-01,other,CA,10.83,665.0,669.0,9.0,0.0,10974.0,55.7,15.0,0.0,0
4065,5000.0,5000.0,36,10.49,162.49,B,B3,4.0,RENT,35000.0,Source Verified,2015-01-01,credit_card,NV,26.1,675.0,679.0,6.0,0.0,9551.0,100.0,8.0,0.0,0
4066,13700.0,13700.0,60,18.25,349.76,E,E1,6.0,MORTGAGE,35255.0,Verified,2015-08-01,home_improvement,VA,11.13,665.0,669.0,6.0,0.0,7606.0,80.1,16.0,3.0,1
4067,19000.0,19000.0,60,13.99,442.0,C,C4,7.0,MORTGAGE,49000.0,Not Verified,2015-09-01,credit_card,MD,10.43,660.0,664.0,11.0,0.0,21316.0,69.0,20.0,2.0,0
4068,5000.0,5000.0,36,6.92,154.21,A,A3,1.0,RENT,24000.0,Not Verified,2011-03-01,small_business,CA,3.5,780.0,784.0,4.0,0.0,0.0,0.0,7.0,1.0,0
4069,12000.0,12000.0,36,8.38,378.15,B,B1,1.0,RENT,75000.0,Source Verified,2015-12-01,credit_card,CO,18.06,675.0,679.0,10.0,1.0,7640.0,52.0,29.0,1.0,0
4070,9600.0,9600.0,36,6.03,292.19,A,A1,0.0,RENT,62000.0,Not Verified,2014-11-01,credit_card,DC,11.12,710.0,714.0,8.0,0.0,21543.0,18.6,9.0,0.0,0
4071,14500.0,14500.0,36,6.89,446.99,A,A3,10.0,RENT,87000.0,Source Verified,2015-06-01,credit_card,CA,12.87,675.0,679.0,8.0,1.0,14109.0,64.4,26.0,0.0,0
4072,21000.0,21000.0,36,10.25,680.08,B,B2,4.0,MORTGAGE,105000.0,Verified,2010-05-01,credit_card,CA,11.29,755.0,759.0,7.0,1.0,5577.0,19.6,21.0,1.0,0
4073,6000.0,6000.0,36,11.99,199.26,C,C1,10.0,RENT,80000.0,Source Verified,2016-02-01,debt_consolidation,CA,21.24,675.0,679.0,10.0,0.0,11018.0,67.0,28.0,2.0,0
4074,12000.0,12000.0,36,9.99,387.15,B,B3,1.0,RENT,50273.0,Source Verified,2015-11-01,credit_card,OH,18.5,665.0,669.0,9.0,0.0,11471.0,76.0,19.0,2.0,0
4075,22000.0,22000.0,36,25.49,880.43,E,E4,10.0,RENT,72000.0,Verified,2016-12-01,credit_card,GA,21.98,670.0,674.0,7.0,0.0,20035.0,90.2,19.0,2.0,0
4076,24000.0,24000.0,36,10.99,785.62,B,B4,0.0,RENT,120000.0,Source Verified,2015-06-01,debt_consolidation,NJ,11.25,670.0,674.0,10.0,2.0,4906.0,20.6,24.0,0.0,1
4077,22400.0,22400.0,60,17.14,558.39,D,D4,2.0,OWN,50000.0,Source Verified,2014-12-01,debt_consolidation,CO,12.7,670.0,674.0,10.0,0.0,15555.0,56.6,16.0,1.0,1
4078,5000.0,5000.0,36,11.39,164.62,B,B3,6.0,RENT,35000.0,Source Verified,2016-11-01,credit_card,FL,29.94,675.0,679.0,8.0,1.0,5560.0,41.8,10.0,0.0,0
4079,12000.0,12000.0,36,6.49,367.74,A,A2,7.0,RENT,108000.0,Source Verified,2015-02-01,debt_consolidation,NV,26.25,730.0,734.0,19.0,0.0,12846.0,17.9,37.0,3.0,0
4080,20000.0,20000.0,60,10.99,434.75,B,B4,10.0,MORTGAGE,110000.0,Source Verified,2015-05-01,debt_consolidation,GA,17.63,695.0,699.0,10.0,0.0,11715.0,52.5,18.0,5.0,0
4081,5225.0,5225.0,36,16.29,184.45,D,D2,3.0,RENT,44000.0,Source Verified,2014-05-01,debt_consolidation,VA,7.86,660.0,664.0,9.0,1.0,5460.0,64.2,59.0,5.0,0
4082,21200.0,21200.0,60,7.89,428.75,A,A5,10.0,MORTGAGE,175000.0,Verified,2016-06-01,debt_consolidation,CA,9.72,705.0,709.0,8.0,0.0,16236.0,55.0,31.0,6.0,0
4083,7000.0,7000.0,36,10.99,229.14,B,B3,10.0,RENT,34482.0,Source Verified,2011-08-01,debt_consolidation,CA,5.71,715.0,719.0,4.0,0.0,4994.0,94.2,7.0,1.0,0
4084,10000.0,10000.0,60,14.49,235.24,C,C4,10.0,MORTGAGE,50000.0,Not Verified,2016-10-01,debt_consolidation,OH,22.47,680.0,684.0,15.0,1.0,14844.0,30.9,20.0,2.0,1
4085,7700.0,7700.0,36,10.99,252.06,B,B3,0.0,RENT,24000.0,Verified,2014-07-01,debt_consolidation,TX,10.49,680.0,684.0,12.0,1.0,7078.0,35.7,17.0,0.0,0
4086,7000.0,7000.0,36,9.17,223.16,B,B2,8.0,RENT,32000.0,Source Verified,2016-01-01,debt_consolidation,FL,15.34,665.0,669.0,6.0,1.0,6874.0,80.9,10.0,0.0,0
4087,8000.0,8000.0,36,27.31,327.94,G,G2,0.0,MORTGAGE,16000.0,Not Verified,2015-06-01,debt_consolidation,NY,24.76,660.0,664.0,9.0,0.0,7096.0,66.9,10.0,0.0,0
4088,8000.0,8000.0,36,11.44,263.58,B,B4,1.0,OWN,28000.0,Not Verified,2015-01-01,debt_consolidation,GA,11.7,660.0,664.0,10.0,0.0,5889.0,41.2,21.0,1.0,0
4089,5000.0,5000.0,36,5.32,150.58,A,A1,10.0,OWN,60000.0,Verified,2016-10-01,moving,CA,4.2,710.0,714.0,6.0,0.0,2296.0,10.6,17.0,5.0,1
4090,9500.0,9500.0,36,12.12,316.09,B,B3,7.0,MORTGAGE,93570.0,Not Verified,2013-01-01,debt_consolidation,VA,13.13,670.0,674.0,10.0,0.0,9335.0,69.1,14.0,1.0,0
4091,11600.0,11600.0,60,23.99,333.65,F,F2,2.0,MORTGAGE,56000.0,Verified,2015-01-01,credit_card,GA,32.54,665.0,669.0,19.0,0.0,23363.0,77.6,35.0,3.0,0
4092,15000.0,15000.0,36,7.91,469.43,A,A5,3.0,RENT,70000.0,Source Verified,2016-01-01,credit_card,NJ,20.49,680.0,684.0,8.0,0.0,11065.0,74.8,21.0,1.0,1
4093,2500.0,2500.0,36,11.53,82.48,B,B5,1.0,OWN,27000.0,Verified,2015-09-01,other,GA,33.56,710.0,714.0,21.0,1.0,277.0,3.0,29.0,0.0,0
4094,15000.0,15000.0,36,8.39,472.75,A,A5,6.0,MORTGAGE,36000.0,Source Verified,2014-09-01,credit_card,CA,22.33,690.0,694.0,8.0,1.0,15625.0,47.6,13.0,0.0,1
4095,12000.0,12000.0,36,9.49,384.34,B,B2,10.0,RENT,109000.0,Not Verified,2015-01-01,credit_card,OR,10.72,695.0,699.0,17.0,0.0,16536.0,48.9,20.0,0.0,1
4096,30225.0,30225.0,36,19.97,1122.81,D,D5,10.0,MORTGAGE,80000.0,Verified,2014-01-01,debt_consolidation,MN,9.42,665.0,669.0,10.0,0.0,13159.0,87.0,27.0,3.0,1
4097,3000.0,3000.0,36,14.09,102.67,B,B5,1.0,RENT,61000.0,Source Verified,2013-05-01,credit_card,UT,22.39,665.0,669.0,12.0,0.0,30962.0,89.5,37.0,0.0,0
4098,11000.0,11000.0,36,18.06,398.01,D,D2,6.0,RENT,48050.0,Not Verified,2017-12-01,debt_consolidation,TN,24.9,685.0,689.0,11.0,0.0,18711.0,52.9,16.0,0.0,0
4099,14000.0,14000.0,60,17.86,354.45,D,D5,5.0,RENT,66000.0,Verified,2014-11-01,debt_consolidation,IL,16.05,660.0,664.0,13.0,3.0,7065.0,47.1,36.0,2.0,0
4100,15000.0,15000.0,60,18.25,382.95,E,E1,8.0,MORTGAGE,80000.0,Source Verified,2015-04-01,debt_consolidation,FL,12.01,660.0,664.0,7.0,1.0,4260.0,40.2,21.0,0.0,0
4101,14800.0,14800.0,60,24.24,427.84,F,F3,3.0,RENT,37000.0,Source Verified,2016-01-01,debt_consolidation,AL,25.75,670.0,674.0,15.0,0.0,9482.0,74.7,26.0,0.0,0
4102,6500.0,6500.0,36,11.44,214.16,B,B4,2.0,RENT,98800.0,Source Verified,2015-01-01,debt_consolidation,GA,10.57,670.0,674.0,16.0,0.0,4861.0,28.6,28.0,0.0,1
4103,15000.0,15000.0,36,7.49,466.53,A,A4,2.0,RENT,77000.0,Source Verified,2017-04-01,vacation,TN,6.72,725.0,729.0,12.0,0.0,8269.0,37.6,28.0,0.0,0
4104,35000.0,35000.0,36,15.31,1218.61,C,C5,10.0,OWN,121000.0,Source Verified,2016-05-01,debt_consolidation,NC,23.86,705.0,709.0,12.0,0.0,59334.0,69.6,22.0,1.0,0
4105,8000.0,8000.0,36,14.65,275.96,C,C5,3.0,MORTGAGE,115000.0,Source Verified,2015-05-01,debt_consolidation,CA,24.8,665.0,669.0,10.0,0.0,2521.0,40.7,22.0,2.0,0
4106,11000.0,11000.0,36,9.17,350.67,B,B2,1.0,RENT,42000.0,Not Verified,2015-09-01,debt_consolidation,NM,25.89,670.0,674.0,23.0,1.0,10487.0,22.9,50.0,3.0,0
4107,35000.0,35000.0,36,7.26,1084.87,A,A4,3.0,MORTGAGE,140000.0,Source Verified,2015-08-01,credit_card,TX,16.64,735.0,739.0,7.0,0.0,31649.0,54.1,19.0,5.0,0
4108,7000.0,7000.0,36,8.18,219.94,B,B1,0.0,OWN,60000.0,Source Verified,2015-11-01,debt_consolidation,AL,11.44,675.0,679.0,12.0,0.0,9491.0,46.3,24.0,2.0,0
4109,12000.0,12000.0,36,19.99,445.91,D,D4,1.0,RENT,24000.0,Verified,2016-10-01,other,MA,32.44,665.0,669.0,9.0,0.0,19524.0,72.0,18.0,0.0,1
4110,28000.0,28000.0,36,7.89,876.0,A,A5,7.0,RENT,96000.0,Source Verified,2015-05-01,debt_consolidation,NJ,10.89,710.0,714.0,11.0,0.0,17964.0,33.9,13.0,0.0,0
4111,27000.0,27000.0,60,14.08,629.37,C,C3,10.0,MORTGAGE,90000.0,Verified,2017-10-01,debt_consolidation,PA,24.53,700.0,704.0,15.0,0.0,22528.0,39.0,36.0,4.0,0
4112,12000.0,12000.0,36,7.34,372.4,A,A4,10.0,MORTGAGE,55000.0,Source Verified,2018-05-01,home_improvement,TN,27.73,715.0,719.0,9.0,0.0,10664.0,58.9,22.0,2.0,0
4113,14325.0,14325.0,36,11.53,472.59,B,B5,7.0,RENT,65000.0,Verified,2015-10-01,credit_card,OH,25.97,665.0,669.0,9.0,0.0,14223.0,83.2,12.0,0.0,0
4114,8000.0,8000.0,36,6.97,246.91,A,A3,5.0,MORTGAGE,45000.0,Verified,2016-03-01,debt_consolidation,WI,19.36,680.0,684.0,9.0,0.0,89563.0,77.0,30.0,4.0,0
4115,5000.0,5000.0,36,14.49,172.09,C,C4,10.0,MORTGAGE,43000.0,Verified,2016-09-01,debt_consolidation,SC,27.88,695.0,699.0,7.0,0.0,4027.0,69.4,24.0,3.0,1
4116,7500.0,7500.0,36,9.17,239.1,B,B2,10.0,MORTGAGE,20000.0,Source Verified,2015-08-01,debt_consolidation,NC,33.67,670.0,674.0,10.0,0.0,13932.0,21.7,15.0,0.0,0
4117,7500.0,7500.0,36,8.18,235.65,B,B1,7.0,RENT,42700.0,Not Verified,2015-10-01,debt_consolidation,AL,18.94,665.0,669.0,4.0,1.0,3886.0,35.0,23.0,2.0,0
4118,12000.0,12000.0,36,6.62,368.45,A,A2,5.0,MORTGAGE,132000.0,Verified,2013-03-01,credit_card,OR,9.72,725.0,729.0,15.0,0.0,22144.0,50.2,31.0,4.0,0
4119,16000.0,16000.0,36,11.99,531.36,C,C1,10.0,MORTGAGE,80000.0,Verified,2016-02-01,credit_card,KY,20.69,710.0,714.0,15.0,0.0,19875.0,32.4,37.0,5.0,1
4120,6000.0,6000.0,36,24.49,236.95,E,E3,0.0,RENT,36500.0,Source Verified,2016-10-01,other,FL,10.65,665.0,669.0,7.0,0.0,9339.0,90.7,11.0,0.0,1
4121,12000.0,12000.0,60,18.99,311.23,D,D4,2.0,MORTGAGE,69000.0,Not Verified,2016-04-01,debt_consolidation,MA,23.72,705.0,709.0,18.0,0.0,7774.0,36.5,27.0,1.0,0
4122,26500.0,26500.0,36,13.11,894.3,B,B4,6.0,MORTGAGE,60000.0,Verified,2013-01-01,credit_card,TX,18.32,695.0,699.0,7.0,0.0,31589.0,61.3,22.0,1.0,0
4123,7075.0,7075.0,36,16.99,252.21,D,D1,2.0,MORTGAGE,56000.0,Not Verified,2014-02-01,debt_consolidation,NY,13.16,660.0,664.0,11.0,0.0,5937.0,71.5,14.0,2.0,1
4124,3000.0,3000.0,36,11.99,99.63,C,C1,10.0,RENT,44000.0,Source Verified,2015-12-01,other,WI,32.43,680.0,684.0,15.0,0.0,19804.0,72.3,24.0,0.0,1
4125,16500.0,16500.0,36,9.17,526.01,B,B2,5.0,OWN,61568.0,Not Verified,2015-11-01,debt_consolidation,MN,23.84,660.0,664.0,19.0,0.0,16474.0,74.9,39.0,0.0,0
4126,10000.0,10000.0,36,9.44,320.05,B,B1,7.0,MORTGAGE,30000.0,Not Verified,2017-05-01,home_improvement,TN,22.28,745.0,749.0,12.0,1.0,5195.0,17.3,18.0,1.0,0
4127,10000.0,10000.0,36,13.67,340.18,C,C3,2.0,MORTGAGE,52215.0,Source Verified,2016-05-01,credit_card,CA,7.47,680.0,684.0,9.0,0.0,7475.0,79.5,18.0,1.0,0
4128,18000.0,18000.0,60,15.61,434.01,D,D1,4.0,OWN,63000.0,Source Verified,2015-04-01,debt_consolidation,TX,28.51,695.0,699.0,9.0,0.0,2298.0,26.1,16.0,0.0,0
4129,15000.0,15000.0,60,16.29,367.09,D,D2,10.0,MORTGAGE,60000.0,Source Verified,2014-08-01,credit_card,NY,14.46,705.0,709.0,8.0,0.0,8051.0,35.8,15.0,0.0,0
4130,7200.0,7200.0,36,11.99,239.11,B,B5,10.0,MORTGAGE,72000.0,Source Verified,2017-09-01,moving,AR,22.9,695.0,699.0,10.0,0.0,3903.0,53.5,16.0,3.0,0
4131,12000.0,12000.0,36,6.49,367.74,A,A2,9.0,OWN,55000.0,Not Verified,2014-09-01,debt_consolidation,FL,16.1,710.0,714.0,11.0,0.0,9149.0,20.5,25.0,3.0,0
4132,18000.0,18000.0,36,11.99,597.78,B,B3,2.0,RENT,67100.0,Verified,2014-04-01,debt_consolidation,NY,28.37,695.0,699.0,25.0,0.0,14987.0,42.5,46.0,0.0,0
4133,17500.0,17500.0,36,14.49,602.29,C,C4,10.0,MORTGAGE,120000.0,Source Verified,2014-10-01,debt_consolidation,AL,33.82,670.0,674.0,12.0,0.0,88353.0,42.5,44.0,6.0,0
4134,5000.0,5000.0,36,11.47,164.81,B,B5,2.0,RENT,42900.0,Source Verified,2016-04-01,debt_consolidation,NC,7.33,685.0,689.0,10.0,0.0,5041.0,48.9,12.0,0.0,1
4135,10850.0,10850.0,36,19.03,397.89,D,D3,6.0,RENT,13704.0,Source Verified,2017-06-01,debt_consolidation,NY,25.74,665.0,669.0,9.0,0.0,7869.0,40.6,14.0,0.0,0
4136,18000.0,18000.0,60,12.49,404.88,B,B5,1.0,MORTGAGE,94000.0,Not Verified,2014-05-01,debt_consolidation,MD,7.67,680.0,684.0,6.0,0.0,22486.0,84.2,29.0,7.0,0
4137,18050.0,18050.0,60,26.77,548.69,G,G1,10.0,OWN,43000.0,Verified,2015-08-01,debt_consolidation,MS,12.17,660.0,664.0,11.0,0.0,9581.0,73.7,29.0,0.0,1
4138,10000.0,10000.0,36,13.65,340.08,C,C1,5.0,RENT,50000.0,Verified,2014-04-01,debt_consolidation,WI,3.77,685.0,689.0,4.0,0.0,7091.0,60.1,7.0,0.0,0
4139,7800.0,7800.0,36,11.99,259.04,B,B5,9.0,RENT,47000.0,Source Verified,2017-09-01,credit_card,NV,24.31,675.0,679.0,11.0,1.0,2524.0,16.9,28.0,0.0,1
4140,18250.0,18250.0,60,13.11,416.28,B,B4,2.0,RENT,42000.0,Verified,2012-12-01,debt_consolidation,TX,23.46,730.0,734.0,7.0,0.0,14550.0,66.7,21.0,0.0,0
4141,17000.0,17000.0,36,17.97,614.34,D,D1,10.0,MORTGAGE,36400.0,Source Verified,2018-08-01,debt_consolidation,AR,1.12,675.0,679.0,3.0,0.0,928.0,30.9,8.0,3.0,0
4142,12000.0,12000.0,36,15.05,416.28,C,C4,3.0,OWN,60000.0,Source Verified,2017-10-01,credit_card,NY,16.76,670.0,674.0,11.0,0.0,10169.0,67.8,11.0,0.0,1
4143,15000.0,15000.0,60,16.55,369.17,D,D2,10.0,RENT,48000.0,Source Verified,2015-05-01,debt_consolidation,WA,17.35,660.0,664.0,6.0,0.0,14664.0,91.1,11.0,0.0,0
4144,15000.0,15000.0,60,17.57,377.41,D,D4,9.0,MORTGAGE,57000.0,Source Verified,2015-04-01,debt_consolidation,SD,20.57,675.0,679.0,8.0,0.0,12983.0,87.1,15.0,1.0,1
4145,22000.0,22000.0,60,12.69,497.09,C,C2,2.0,RENT,76960.0,Source Verified,2015-05-01,debt_consolidation,VA,12.6,680.0,684.0,14.0,0.0,23018.0,55.2,24.0,1.0,0
4146,5000.0,5000.0,36,11.22,164.22,B,B5,8.0,RENT,28000.0,Source Verified,2015-12-01,debt_consolidation,NY,7.04,680.0,684.0,10.0,0.0,3937.0,55.5,22.0,0.0,0
4147,8000.0,8000.0,36,9.99,258.1,B,B1,10.0,MORTGAGE,50000.0,Verified,2013-10-01,credit_card,GA,14.16,705.0,709.0,5.0,0.0,36964.0,84.8,21.0,4.0,0
4148,27600.0,27600.0,60,22.99,777.9,F,F1,10.0,OWN,60000.0,Source Verified,2015-05-01,debt_consolidation,NJ,14.2,685.0,689.0,22.0,0.0,27426.0,39.1,33.0,0.0,0
4149,28000.0,28000.0,60,12.39,628.38,C,C1,10.0,MORTGAGE,72000.0,Source Verified,2015-01-01,debt_consolidation,MO,12.68,695.0,699.0,12.0,0.0,32295.0,53.8,35.0,5.0,0
4150,5500.0,5500.0,36,9.75,176.83,B,B3,2.0,RENT,22000.0,Source Verified,2016-04-01,other,NJ,17.08,660.0,664.0,7.0,0.0,1632.0,23.7,7.0,0.0,0
4151,30000.0,30000.0,36,7.21,929.2,A,A3,10.0,MORTGAGE,164300.0,Source Verified,2017-06-01,house,OR,11.62,760.0,764.0,27.0,0.0,7845.0,18.9,57.0,2.0,1
4152,10500.0,10500.0,36,15.22,365.12,C,C3,10.0,MORTGAGE,55000.0,Not Verified,2013-07-01,home_improvement,MD,12.76,665.0,669.0,4.0,0.0,1433.0,84.3,15.0,2.0,0
4153,10000.0,10000.0,36,8.18,314.2,B,B1,10.0,RENT,41000.0,Not Verified,2015-09-01,debt_consolidation,WI,21.59,730.0,734.0,13.0,0.0,14024.0,62.3,26.0,1.0,0
4154,9075.0,9075.0,36,17.57,326.13,D,D4,0.0,RENT,70000.0,Source Verified,2015-07-01,debt_consolidation,CO,11.35,660.0,664.0,9.0,0.0,3547.0,22.0,14.0,3.0,1
4155,11000.0,11000.0,36,9.16,350.62,B,B2,10.0,OWN,60000.0,Not Verified,2016-03-01,credit_card,MI,22.88,670.0,674.0,16.0,2.0,5905.0,18.4,27.0,2.0,1
4156,24175.0,24175.0,36,9.99,779.95,B,B3,10.0,MORTGAGE,95000.0,Verified,2015-10-01,credit_card,TX,37.78,715.0,719.0,12.0,0.0,45261.0,66.1,36.0,2.0,0
4157,27500.0,27500.0,60,30.49,898.02,F,F4,7.0,MORTGAGE,55000.0,Verified,2017-03-01,debt_consolidation,IN,12.76,670.0,674.0,8.0,0.0,7477.0,36.1,11.0,1.0,1
4158,5000.0,5000.0,36,14.09,171.11,B,B5,0.0,MORTGAGE,48000.0,Source Verified,2012-07-01,home_improvement,TX,25.35,680.0,684.0,12.0,0.0,20484.0,66.5,20.0,1.0,0
4159,35000.0,35000.0,36,24.74,1386.79,E,E3,10.0,MORTGAGE,70000.0,Verified,2016-12-01,major_purchase,FL,27.6,715.0,719.0,14.0,0.0,6799.0,17.3,31.0,2.0,1
4160,10000.0,10000.0,36,16.29,353.01,D,D1,4.0,RENT,51360.0,Source Verified,2011-12-01,credit_card,NY,16.61,670.0,674.0,8.0,0.0,8495.0,79.1,9.0,1.0,0
4161,24000.0,24000.0,36,18.99,879.63,D,D3,10.0,MORTGAGE,168000.0,Verified,2016-09-01,debt_consolidation,CA,27.84,690.0,694.0,23.0,0.0,49418.0,88.0,41.0,1.0,1
4162,4200.0,4200.0,36,10.49,136.5,B,B2,6.0,OWN,35000.0,Not Verified,2016-11-01,credit_card,AZ,33.06,705.0,709.0,16.0,0.0,14955.0,42.0,26.0,2.0,0
4163,15000.0,15000.0,36,12.29,500.3,C,C1,0.0,RENT,47000.0,Not Verified,2015-08-01,credit_card,CA,31.28,690.0,694.0,15.0,0.0,18342.0,33.9,22.0,0.0,0
4164,10000.0,10000.0,36,7.89,312.86,A,A5,10.0,MORTGAGE,45000.0,Source Verified,2015-03-01,debt_consolidation,AR,21.05,705.0,709.0,8.0,0.0,3890.0,39.7,12.0,1.0,1
4165,16000.0,16000.0,36,9.17,510.07,B,B1,3.0,RENT,72000.0,Source Verified,2014-10-01,credit_card,CA,18.85,705.0,709.0,21.0,1.0,21935.0,58.8,32.0,0.0,0
4166,35000.0,35000.0,36,12.85,1176.77,B,B4,3.0,MORTGAGE,150000.0,Source Verified,2014-01-01,credit_card,UT,7.54,695.0,699.0,8.0,0.0,23497.0,59.5,23.0,4.0,1
4167,35000.0,35000.0,36,15.61,1223.77,D,D1,10.0,MORTGAGE,140000.0,Source Verified,2015-06-01,debt_consolidation,NJ,22.7,675.0,679.0,17.0,0.0,67274.0,70.2,31.0,1.0,1
4168,17000.0,17000.0,36,12.69,570.27,C,C2,10.0,OWN,40000.0,Verified,2015-09-01,debt_consolidation,CA,24.93,680.0,684.0,13.0,0.0,27063.0,87.6,16.0,0.0,1
4169,10000.0,10000.0,36,17.77,360.38,D,D1,0.0,RENT,38000.0,Verified,2012-09-01,debt_consolidation,AZ,33.63,665.0,669.0,21.0,0.0,8285.0,83.7,46.0,2.0,0
4170,7000.0,7000.0,36,10.78,228.45,B,B4,0.0,RENT,50000.0,Source Verified,2016-02-01,debt_consolidation,TX,5.54,700.0,704.0,4.0,0.0,7169.0,26.1,4.0,0.0,0
4171,5500.0,5500.0,36,7.24,170.43,A,A3,0.0,MORTGAGE,35000.0,Verified,2016-10-01,debt_consolidation,NY,20.27,740.0,744.0,11.0,0.0,4940.0,41.2,14.0,0.0,0
4172,4000.0,4000.0,36,14.65,137.98,C,C5,9.0,OWN,75000.0,Verified,2015-10-01,debt_consolidation,CA,29.62,695.0,699.0,11.0,0.0,32490.0,94.4,17.0,2.0,0
4173,9000.0,9000.0,36,13.67,306.16,B,B5,10.0,MORTGAGE,132000.0,Verified,2013-11-01,debt_consolidation,KS,20.44,660.0,664.0,10.0,0.0,9954.0,92.2,46.0,3.0,0
4174,14200.0,14200.0,36,16.99,506.2,D,D3,10.0,MORTGAGE,97200.0,Source Verified,2014-05-01,credit_card,NJ,8.31,660.0,664.0,10.0,0.0,8938.0,69.8,14.0,1.0,0
4175,7200.0,7200.0,36,12.69,241.53,C,C2,0.0,RENT,48000.0,Not Verified,2015-04-01,debt_consolidation,CA,25.0,685.0,689.0,19.0,0.0,18791.0,42.4,25.0,0.0,1
4176,12000.0,12000.0,36,11.39,395.09,B,B3,9.0,RENT,35000.0,Not Verified,2016-11-01,debt_consolidation,MN,16.32,725.0,729.0,15.0,0.0,9470.0,49.3,19.0,0.0,1
4177,3600.0,3600.0,36,7.39,111.81,A,A4,10.0,MORTGAGE,62000.0,Not Verified,2016-04-01,other,MI,27.93,785.0,789.0,18.0,0.0,11300.0,11.9,34.0,0.0,0
4178,21600.0,21600.0,60,18.55,554.99,E,E2,9.0,MORTGAGE,47000.0,Verified,2015-07-01,credit_card,GA,13.2,720.0,724.0,8.0,0.0,15365.0,96.6,10.0,1.0,1
4179,9975.0,9975.0,36,16.2,351.68,C,C4,3.0,RENT,37000.0,Not Verified,2013-10-01,debt_consolidation,AZ,17.58,675.0,679.0,7.0,0.0,4335.0,49.8,17.0,4.0,0
4180,29000.0,29000.0,36,10.15,937.8,B,B2,10.0,MORTGAGE,88000.0,Source Verified,2014-10-01,credit_card,IN,16.0,695.0,699.0,18.0,0.0,27752.0,57.3,25.0,0.0,0
4181,10000.0,10000.0,36,8.9,317.54,A,A5,2.0,MORTGAGE,66500.0,Not Verified,2012-11-01,credit_card,NJ,16.49,715.0,719.0,16.0,0.0,10831.0,66.4,30.0,1.0,0
4182,7800.0,7800.0,36,6.62,239.49,A,A2,2.0,MORTGAGE,48962.0,Verified,2013-07-01,debt_consolidation,NY,27.16,705.0,709.0,14.0,0.0,6662.0,29.2,24.0,1.0,0
4183,12450.0,12450.0,60,17.57,313.25,D,D2,3.0,MORTGAGE,140000.0,Verified,2014-04-01,home_improvement,MD,8.4,675.0,679.0,13.0,1.0,7306.0,68.0,47.0,1.0,1
4184,15000.0,15000.0,36,7.69,467.91,A,A4,10.0,OWN,50000.0,Not Verified,2014-09-01,debt_consolidation,FL,23.09,705.0,709.0,13.0,0.0,28175.0,42.1,33.0,2.0,0
4185,10000.0,10000.0,60,21.45,273.08,D,D5,10.0,MORTGAGE,42000.0,Not Verified,2017-11-01,debt_consolidation,TN,30.91,660.0,664.0,11.0,1.0,7024.0,52.4,37.0,2.0,0
4186,12000.0,12000.0,36,10.99,392.81,B,B4,3.0,MORTGAGE,100000.0,Source Verified,2015-08-01,debt_consolidation,MO,16.1,680.0,684.0,23.0,0.0,27107.0,55.4,66.0,4.0,1
4187,28975.0,28975.0,60,18.25,739.73,D,D3,8.0,MORTGAGE,66000.0,Source Verified,2014-04-01,debt_consolidation,AK,18.96,675.0,679.0,11.0,0.0,9744.0,47.5,28.0,0.0,0
4188,20000.0,20000.0,60,13.49,460.1,C,C2,10.0,MORTGAGE,82300.0,Not Verified,2017-03-01,credit_card,FL,17.61,685.0,689.0,11.0,0.0,30472.0,82.6,20.0,1.0,0
4189,8000.0,8000.0,36,11.44,263.58,B,B4,4.0,MORTGAGE,40000.0,Source Verified,2017-03-01,credit_card,LA,25.68,685.0,689.0,15.0,0.0,8701.0,42.7,18.0,0.0,1
4190,5000.0,5000.0,36,19.03,183.36,D,D3,10.0,RENT,120000.0,Not Verified,2018-02-01,medical,WI,5.94,690.0,694.0,15.0,0.0,5742.0,29.8,35.0,1.0,0
4191,9000.0,9000.0,36,10.99,294.61,B,B3,10.0,RENT,73500.0,Source Verified,2014-09-01,debt_consolidation,NH,11.64,685.0,689.0,9.0,0.0,3726.0,28.0,22.0,0.0,0
4192,5000.0,5000.0,36,5.32,150.58,A,A1,6.0,MORTGAGE,63000.0,Not Verified,2016-04-01,credit_card,OH,10.72,760.0,764.0,12.0,0.0,5330.0,12.7,25.0,5.0,0
4193,15000.0,15000.0,36,10.99,491.01,B,B4,1.0,MORTGAGE,48000.0,Source Verified,2016-07-01,debt_consolidation,FL,25.47,720.0,724.0,17.0,0.0,23656.0,30.2,28.0,2.0,0
4194,35000.0,35000.0,60,14.65,826.24,C,C2,10.0,MORTGAGE,120000.0,Verified,2012-06-01,debt_consolidation,MD,12.87,735.0,739.0,10.0,0.0,63486.0,79.2,40.0,6.0,1
4195,28500.0,28500.0,60,12.74,644.68,C,C1,9.0,MORTGAGE,105000.0,Not Verified,2017-03-01,debt_consolidation,CT,25.27,740.0,744.0,8.0,0.0,21085.0,34.1,24.0,3.0,0
